name,price,spec_score,user_rating,cpu1,cpu2,ram,hdd,ssd,gpu,display,os,warranty
Lenovo Ideapad Slim 5 AI 2025 Laptop (AMD Ryzen AI 7 300/ 16GB RAM/ 1TB SSD/ Win 11),99990,52,4.15,AMD Ryzen AI 7 300,NULL,16 GB DDR4 RAM,NULL,1 TB SSD,AMD Radeon Graphics,"14 inches, 1800 x 2880 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga Slim 7 83CV0079IN Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home),115990,63,4.15,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,NULL,1 TB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 ‎14IAU7 82RJ00G0IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38000,53,4.55,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 15IRU8 82X700F0IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38490,51,4.05,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15IAX9 83GS00LLIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),72490,65,4.15,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 5 14IRH9 83KX0059IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),69990,55,4.7,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5X RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E14 G5 ‎21ML008NUS Laptop (Intel Core Ultra 7 165U/ 32GB/ 512GB SSD/ Win11),185000,77,4.25,13th Gen Intel Core Ultra 7 165U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",32 GB DDR5 RAM,NULL,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E14 G5 ‎21ML0089US Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),165000,72,4.15,13th Gen Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E14 G5 21JKS0LM00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),68399,57,4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 1 ‎15IGL7 82V700KHIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),24980,47,4,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics 600,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 ‎14AMN8 82XN006JIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),29990,53,4.2,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga Pro 7 83HN0027IN AI Laptop (AMD Ryzen AI 9 365/ 32GB/ 1TB SSD/ Win11 Home),127990,62,4,AMD Ryzen AI 9 365,"10 Cores (4P + 6E), 20 Threads",32 GB LPDDR5x RAM,NULL,1 TB SSD,AMD Radeon 880M Graphics,"14.5 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad T14s Gen 6 Laptop (AMD Ryzen AI 7 Pro 360/32GB/ 256GB/ Win11),137268,47,4.3,AMD Ryzen AI 7 Pro 360,NULL,32 GB LPDDR5X RAM,NULL,256 GB SSD,AMD Radeon 880M GPU,"14 inches, 1200 x 1920 pixels",Windows 11 OS,3 Year Warranty
Lenovo IdeaPad Slim 3 82XM00G1IN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),44900,50,4.6,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB  RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E16 21JNS0QE00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),71900,61,4.4,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 14AMN8 82XN006TIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),39990,50,4.25,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB  RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 5 14IRH9 83KX0019IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),83990,59,4.1,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5X RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad P16s 21HKS03A00 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 4GB Graphics),165900,74,4.15,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,4 GB NVIDIA RTX A500,"16 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty
Lenovo IdeaPad 5 14IRH9 83KX0018IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),69990,57,4.05,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5X RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo Yoga 7 14IRL8 82YL00AYIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),85990,69,4.35,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E14 G5 21JKS0LK00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),69499,57,4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 15IAH8 83ER00H3IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),50390,54,4.35,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IAU7 82RK018RIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),32990,53,4.1,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 82RK017PIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),33650,55,4.65,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 83ER00F2IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),54279,55,4.7,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21JKS13J00 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),97950,66,4.1,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,Intel Iris Xe Graphics comes,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkpad E16 G1 21JNS0QD00 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),49990,59,4.2,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 5 16IMH9 83DC003GIN Laptop (Intel Core Ultra 5/ 16GB RAM/ 512GB SSD/ Win 11),70749,47,4.1,Intel Core Ultra 5 Series 1 125H,"14 Cores (4P + 8E + 2LP-E), 18 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Arc Graphics,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 82RJ00F1IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),33690,52,4.05,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21JKS13M00 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),71790,55,4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21JKS1CQ00 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),75290,65,4.2,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,Intel Iris Xe Graphics comes,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga 9 83AC001LIN Laptop (Intel Evo Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11),179990,73,4.55,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,NULL,1 TB SSD,Intel Arc Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo YOGA Air 14s Laptop ( Snapdragon X Elite X1E-78-100/ 32GB/ 1TB SSD/ Win11),114990,47,4.5,Qualcomm Snapdragon  X Elite X Elite,NULL,32 GB LPDDR5s RAM,NULL,1 TB SSD,NULL,"14.5 inches, 1800 x 2920 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 14IRU8 82X6004GIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990,44,4.35,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Gaming 3 15ARH7 82SB00QKIN Laptop (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),70990,64,4.2,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 1 14IGL7 82V6007YIN Laptop ( Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),25990,45,4,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 5i 83DT004SIN Laptop (Intel Core 5 120U/ 16 GB RAM/ 512GB SSD/ Win 11),80490,62,4.7,Intel Core 5 120U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5X RAM,NULL,512 GB SSD,Intel Integrated Intel,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 1 14IGL7 82V6009LIN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),25900,46,4.55,4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 83EM008GIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),65990,56,4.6,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga 7 83DJ006YIN Laptop (Intel Evo Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),123990,63,4.3,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X- RAM,NULL,1 TB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 14ALC7 82R900FYIN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),63990,65,4.15,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo Yoga Slim 7x Laptop (Snapdragon X Elite/ 16GB/ 1TB SSD/ Windows 11 Home),139990,53,4.25,Qualcomm Snapdragon X Elite X1E78100,12 Cores,16 GB LPDDR5X RAM,NULL,1 TB SSD,Qualcomm Adreno GPU,"14.5 inches, 2944 x 1840 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15IAX9 83GS009RIN Gaming Laptop (12th Gen Core i5/ 12GB/ 512GB SSD/ Win11/ 4GB Graph),59990,62,4.4,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",12 GB DDR5 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15IAX9 83GS003UIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),71990,65,4.35,12th Gen Intel Core i5 12450HX,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkBook 16 G6 21KHA0J5IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),73800,51,4.55,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR5 RAM,NULL,512 GB SSD,Intel Graphics,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Legion Pro 7 83DE001JIN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 16GB Graph),319990,89,4.55,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,16 GB NVIDIA GeForce RTX 4090,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga Slim 7 83CV002DIN Laptop ( Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win11 Home),98990,61,4.4,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5x RAM,NULL,1 TB SSD,Integrated Intel Arc Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21JKS0LT00 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ DOS),48300,51,4.35,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",DOS OS,1 Year Warranty
Lenovo ThinkPad E14 21JKS13K00 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),93888,65,4.45,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics comes,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 83EQ0044IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),49299,57,4.35,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Legion Y9000K 2024 Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph),349990,92,4.15,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",64 GB DDR5 RAM,NULL,2 TB SSD,16 GB NVIDIA GeForce RTX 4090,"16 inches, 3200 x 2000 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21JKS0UA00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),69390,55,4.05,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 83EM0026IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),59990,54,4.2,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Gaming 3 15ARH7 82SB00M6IN Laptop (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11/ 6GB Graph),71499,68,4.3,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 82X60013IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),39450,46,4.45,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo V14 82KAA0AMIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ DOS),40890,53,4.05,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics ,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),37300,46,4.6,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB  DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67890,66,4.45,6th Gen AMD Ryzen 7 6800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68990,61,4.15,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),33990,47,4,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),123190,64,4.3,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,NULL,1 TB SSD,Intel Integrated Iris Xe,"13.3 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),33275,53,4.3,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel UHD Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68990,59,4.4,5th Gen AMD Ryzen 5 5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),89990,55,4,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5X RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),79990,60,4.2,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),76999,53,4.1,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,2 Year Warranty
Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),37350,52,4,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon 610M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IAU7 82RK00XDIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),33990,53,4.5,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel UHD Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga 7 82YL0099IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),109990,73,4.5,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,NULL,1 TB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),79990,61,4.5,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82SB00V3IN Laptop (AMD Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),81900,60,4.05,6th Gen AMD Ryzen 5 6600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),71990,57,4.05,5th Gen AMD Ryzen 5  5500H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB  NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),30990,43,4.65,AMD Athlon 7120U,"Dual Core, 2 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon 610M Graphics,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
